Timestamp,Color Counts,Average Areas
2025-03-25 11:01:12.518628,"{'Blue': 11, 'White': 3, 'Black': 6}","{'Blue': 6432.77, 'White': 14101.67, 'Black': 6090.0}"
2025-03-25 11:01:12.534089,"{'Blue': 12, 'White': 3, 'Black': 6}","{'Blue': 5793.58, 'White': 16861.83, 'Black': 5401.08}"
2025-03-25 11:01:12.550074,"{'Blue': 12, 'White': 3, 'Black': 6}","{'Blue': 5793.58, 'White': 16861.83, 'Black': 5401.08}"
2025-03-25 11:01:12.565034,"{'Blue': 12, 'White': 3, 'Black': 6}","{'Blue': 5793.58, 'White': 16861.83, 'Black': 5401.08}"
2025-03-25 11:01:12.581077,"{'Blue': 12, 'White': 3, 'Black': 6}","{'Blue': 5793.58, 'White': 16861.83, 'Black': 5401.08}"
2025-03-25 11:01:12.597056,"{'Blue': 7, 'White': 3, 'Black': 8}","{'Blue': 7522.71, 'White': 16793.33, 'Black': 5022.44}"
2025-03-25 11:01:12.612908,"{'Blue': 7, 'White': 3, 'Black': 8}","{'Blue': 7522.71, 'White': 16793.33, 'Black': 5022.44}"
2025-03-25 11:01:12.627895,"{'Blue': 5, 'White': 3, 'Black': 6}","{'Blue': 6437.6, 'White': 18793.5, 'Black': 6039.75}"
2025-03-25 11:01:12.643877,"{'Blue': 5, 'White': 3, 'Black': 6}","{'Blue': 6437.6, 'White': 18793.5, 'Black': 6039.75}"
2025-03-25 11:01:12.658862,"{'Blue': 5, 'White': 3, 'Black': 6}","{'Blue': 6437.6, 'White': 18793.5, 'Black': 6039.75}"
2025-03-25 11:01:12.673822,"{'Blue': 5, 'White': 3, 'Black': 9}","{'Blue': 4640.1, 'White': 23713.0, 'Black': 4449.72}"
2025-03-25 11:01:12.689120,"{'Blue': 5, 'White': 3, 'Black': 9}","{'Blue': 4640.1, 'White': 23713.0, 'Black': 4449.72}"
2025-03-25 11:01:12.704403,"{'Blue': 5, 'White': 3, 'Black': 9}","{'Blue': 4640.1, 'White': 23713.0, 'Black': 4449.72}"
2025-03-25 11:01:12.720493,"{'Blue': 5, 'White': 3, 'Black': 9}","{'Blue': 4640.1, 'White': 23713.0, 'Black': 4449.72}"
2025-03-25 11:01:12.734665,"{'Green': 1, 'Blue': 4, 'White': 3, 'Black': 3}","{'Green': 1322.0, 'Blue': 4065.38, 'White': 27989.33, 'Black': 13938.83}"
2025-03-25 11:01:12.749959,"{'Green': 1, 'Blue': 4, 'White': 3, 'Black': 3}","{'Green': 1322.0, 'Blue': 4065.38, 'White': 27989.33, 'Black': 13938.83}"
2025-03-25 11:01:12.765310,"{'Green': 1, 'Blue': 4, 'White': 3, 'Black': 3}","{'Green': 1322.0, 'Blue': 4065.38, 'White': 27989.33, 'Black': 13938.83}"
2025-03-25 11:01:12.781968,"{'Green': 1, 'Blue': 4, 'White': 3, 'Black': 3}","{'Green': 1322.0, 'Blue': 4065.38, 'White': 27989.33, 'Black': 13938.83}"
2025-03-25 11:01:12.796955,"{'Green': 1, 'Blue': 5, 'White': 3, 'Black': 2}","{'Green': 830.5, 'Blue': 1766.0, 'White': 32164.83, 'Black': 24403.25}"
2025-03-25 11:01:12.811664,"{'Green': 1, 'Blue': 5, 'White': 3, 'Black': 2}","{'Green': 830.5, 'Blue': 1766.0, 'White': 32164.83, 'Black': 24403.25}"
2025-03-25 11:01:12.828148,"{'Green': 1, 'Blue': 5, 'White': 3, 'Black': 2}","{'Green': 830.5, 'Blue': 1766.0, 'White': 32164.83, 'Black': 24403.25}"
2025-03-25 11:01:12.842769,"{'Red': 1, 'Blue': 3, 'White': 3, 'Black': 1}","{'Red': 680.0, 'Blue': 1404.0, 'White': 28569.83, 'Black': 59524.5}"
2025-03-25 11:01:12.857758,"{'Red': 1, 'Blue': 3, 'White': 3, 'Black': 1}","{'Red': 680.0, 'Blue': 1404.0, 'White': 28569.83, 'Black': 59524.5}"
2025-03-25 11:01:12.872561,"{'Red': 1, 'Blue': 3, 'White': 3, 'Black': 1}","{'Red': 680.0, 'Blue': 1404.0, 'White': 28569.83, 'Black': 59524.5}"
2025-03-25 11:01:12.887199,"{'Red': 1, 'Blue': 2, 'White': 2, 'Black': 1}","{'Red': 1405.0, 'Blue': 1869.0, 'White': 38778.0, 'Black': 60037.0}"
2025-03-25 11:01:12.902705,"{'Red': 1, 'Blue': 2, 'White': 2, 'Black': 1}","{'Red': 1405.0, 'Blue': 1869.0, 'White': 38778.0, 'Black': 60037.0}"
2025-03-25 11:01:12.919442,"{'Red': 1, 'Blue': 2, 'White': 2, 'Black': 1}","{'Red': 1405.0, 'Blue': 1869.0, 'White': 38778.0, 'Black': 60037.0}"
2025-03-25 11:01:12.935298,"{'Red': 1, 'Yellow': 2, 'Blue': 3, 'White': 2, 'Black': 1}","{'Red': 1350.0, 'Yellow': 588.5, 'Blue': 590.67, 'White': 40900.25, 'Black': 57817.5}"
2025-03-25 11:01:12.951008,"{'Red': 1, 'Yellow': 2, 'Blue': 3, 'White': 2, 'Black': 1}","{'Red': 1350.0, 'Yellow': 588.5, 'Blue': 590.67, 'White': 40900.25, 'Black': 57817.5}"
2025-03-25 11:01:12.965933,"{'Red': 1, 'Yellow': 2, 'Blue': 3, 'White': 2, 'Black': 1}","{'Red': 1350.0, 'Yellow': 588.5, 'Blue': 590.67, 'White': 40900.25, 'Black': 57817.5}"
2025-03-25 11:01:12.981661,"{'Red': 1, 'White': 2, 'Black': 1}","{'Red': 1064.5, 'White': 26533.25, 'Black': 56774.0}"
2025-03-25 11:01:12.997095,"{'Red': 1, 'White': 2, 'Black': 1}","{'Red': 1064.5, 'White': 26533.25, 'Black': 56774.0}"
2025-03-25 11:01:13.012122,"{'White': 1, 'Black': 1}","{'White': 41322.5, 'Black': 58522.0}"
2025-03-25 11:01:13.027508,"{'White': 1, 'Black': 1}","{'White': 41322.5, 'Black': 58522.0}"
2025-03-25 11:01:13.043492,"{'White': 1, 'Black': 1}","{'White': 41322.5, 'Black': 58522.0}"
2025-03-25 11:01:13.058482,"{'White': 3, 'Black': 1}","{'White': 10247.17, 'Black': 64007.5}"
2025-03-25 11:01:13.074466,"{'White': 3, 'Black': 1}","{'White': 10247.17, 'Black': 64007.5}"
2025-03-25 11:01:13.090423,"{'White': 3, 'Black': 1}","{'White': 5665.17, 'Black': 66702.0}"
2025-03-25 11:01:13.106380,"{'White': 3, 'Black': 1}","{'White': 5665.17, 'Black': 66702.0}"
2025-03-25 11:01:13.120342,"{'White': 3, 'Black': 1}","{'White': 5665.17, 'Black': 66702.0}"
2025-03-25 11:01:13.136300,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1028.5, 'White': 2598.0, 'Black': 68547.0}"
2025-03-25 11:01:13.152258,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1028.5, 'White': 2598.0, 'Black': 68547.0}"
2025-03-25 11:01:13.168195,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 994.0, 'White': 1960.75, 'Black': 69612.5}"
2025-03-25 11:01:13.182626,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 994.0, 'White': 1960.75, 'Black': 69612.5}"
2025-03-25 11:01:13.199632,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 994.0, 'White': 1960.75, 'Black': 69612.5}"
2025-03-25 11:01:13.216032,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 641.0, 'White': 1976.25, 'Black': 69307.0}"
2025-03-25 11:01:13.231732,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 641.0, 'White': 1976.25, 'Black': 69307.0}"
2025-03-25 11:01:13.246706,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 899.0, 'White': 1807.12, 'Black': 68633.0}"
2025-03-25 11:01:13.262209,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 899.0, 'White': 1807.12, 'Black': 68633.0}"
2025-03-25 11:01:13.277685,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 899.0, 'White': 1807.12, 'Black': 68633.0}"
2025-03-25 11:01:13.291669,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 762.25, 'White': 1872.38, 'Black': 68098.0}"
2025-03-25 11:01:13.307193,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 762.25, 'White': 1872.38, 'Black': 68098.0}"
2025-03-25 11:01:13.318164,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 762.25, 'White': 1872.38, 'Black': 68098.0}"
2025-03-25 11:01:13.339088,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 885.0, 'White': 1832.25, 'Black': 67076.5}"
2025-03-25 11:01:13.354819,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 885.0, 'White': 1832.25, 'Black': 67076.5}"
2025-03-25 11:01:13.369550,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1205.5, 'White': 1893.38, 'Black': 65985.5}"
2025-03-25 11:01:13.385382,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1205.5, 'White': 1893.38, 'Black': 65985.5}"
2025-03-25 11:01:13.401633,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1205.5, 'White': 1893.38, 'Black': 65985.5}"
2025-03-25 11:01:13.415525,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1473.0, 'White': 1836.0, 'Black': 66911.5}"
2025-03-25 11:01:13.430831,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1473.0, 'White': 1836.0, 'Black': 66911.5}"
2025-03-25 11:01:13.447285,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1473.0, 'White': 1836.0, 'Black': 66911.5}"
2025-03-25 11:01:13.462773,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1547.5, 'White': 1832.5, 'Black': 66715.0}"
2025-03-25 11:01:13.478166,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1547.5, 'White': 1832.5, 'Black': 66715.0}"
2025-03-25 11:01:13.494158,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 743.25, 'White': 1851.88, 'Black': 67835.5}"
2025-03-25 11:01:13.509624,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 743.25, 'White': 1851.88, 'Black': 67835.5}"
2025-03-25 11:01:13.525234,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 743.25, 'White': 1851.88, 'Black': 67835.5}"
2025-03-25 11:01:13.539223,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 844.0, 'White': 1836.12, 'Black': 67954.0}"
2025-03-25 11:01:13.556264,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 844.0, 'White': 1836.12, 'Black': 67954.0}"
2025-03-25 11:01:13.571010,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1085.0, 'White': 1818.25, 'Black': 66938.0}"
2025-03-25 11:01:13.587705,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1085.0, 'White': 1818.25, 'Black': 66938.0}"
2025-03-25 11:01:13.602569,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1085.0, 'White': 1818.25, 'Black': 66938.0}"
2025-03-25 11:01:13.617851,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 709.75, 'White': 1826.25, 'Black': 66856.0}"
2025-03-25 11:01:13.634147,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 709.75, 'White': 1826.25, 'Black': 66856.0}"
2025-03-25 11:01:13.649440,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 2020.0, 'White': 1810.25, 'Black': 65909.5}"
2025-03-25 11:01:13.665087,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 2020.0, 'White': 1810.25, 'Black': 65909.5}"
2025-03-25 11:01:13.680286,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 2020.0, 'White': 1810.25, 'Black': 65909.5}"
2025-03-25 11:01:13.694329,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 855.0, 'White': 1743.12, 'Black': 65909.0}"
2025-03-25 11:01:13.710657,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 855.0, 'White': 1743.12, 'Black': 65909.0}"
2025-03-25 11:01:13.725644,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 855.0, 'White': 1743.12, 'Black': 65909.0}"
2025-03-25 11:01:13.741374,"{'Blue': 1, 'White': 4, 'Black': 2}","{'Blue': 1167.5, 'White': 1855.62, 'Black': 33045.0}"
2025-03-25 11:01:13.757912,"{'Blue': 1, 'White': 4, 'Black': 2}","{'Blue': 1167.5, 'White': 1855.62, 'Black': 33045.0}"
2025-03-25 11:01:13.773512,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1342.0, 'White': 1791.75, 'Black': 65543.5}"
2025-03-25 11:01:13.788203,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1342.0, 'White': 1791.75, 'Black': 65543.5}"
2025-03-25 11:01:13.803446,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1342.0, 'White': 1791.75, 'Black': 65543.5}"
2025-03-25 11:01:13.819899,"{'Blue': 1, 'White': 4, 'Black': 2}","{'Blue': 999.5, 'White': 1814.5, 'Black': 33065.0}"
2025-03-25 11:01:13.835720,"{'Blue': 1, 'White': 4, 'Black': 2}","{'Blue': 999.5, 'White': 1814.5, 'Black': 33065.0}"
2025-03-25 11:01:13.850005,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 825.5, 'White': 1811.25, 'Black': 65955.5}"
2025-03-25 11:01:13.865369,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 825.5, 'White': 1811.25, 'Black': 65955.5}"
2025-03-25 11:01:13.881170,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 825.5, 'White': 1811.25, 'Black': 65955.5}"
2025-03-25 11:01:13.897394,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 799.0, 'White': 1777.75, 'Black': 62295.0}"
2025-03-25 11:01:13.913404,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 799.0, 'White': 1777.75, 'Black': 62295.0}"
2025-03-25 11:01:13.928547,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 799.0, 'White': 1777.75, 'Black': 62295.0}"
2025-03-25 11:01:13.943538,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 787.5, 'White': 1760.88, 'Black': 62657.0}"
2025-03-25 11:01:13.959526,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 787.5, 'White': 1760.88, 'Black': 62657.0}"
2025-03-25 11:01:13.974516,"{'Blue': 1, 'White': 3, 'Black': 1}","{'Blue': 759.5, 'White': 2191.67, 'Black': 66707.0}"
2025-03-25 11:01:13.989722,"{'Blue': 1, 'White': 3, 'Black': 1}","{'Blue': 759.5, 'White': 2191.67, 'Black': 66707.0}"
2025-03-25 11:01:14.004524,"{'Blue': 1, 'White': 3, 'Black': 1}","{'Blue': 759.5, 'White': 2191.67, 'Black': 66707.0}"
2025-03-25 11:01:14.021234,"{'Blue': 1, 'White': 3, 'Black': 1}","{'Blue': 708.5, 'White': 2191.0, 'Black': 61711.0}"
2025-03-25 11:01:14.035218,"{'Blue': 1, 'White': 3, 'Black': 1}","{'Blue': 708.5, 'White': 2191.0, 'Black': 61711.0}"
2025-03-25 11:01:14.052279,"{'Blue': 1, 'White': 3, 'Black': 1}","{'Blue': 708.5, 'White': 2191.0, 'Black': 61711.0}"
2025-03-25 11:01:14.067909,"{'Blue': 2, 'White': 3, 'Black': 1}","{'Blue': 628.25, 'White': 2230.5, 'Black': 61815.0}"
2025-03-25 11:01:14.083356,"{'Blue': 2, 'White': 3, 'Black': 1}","{'Blue': 628.25, 'White': 2230.5, 'Black': 61815.0}"
2025-03-25 11:01:14.098331,"{'Blue': 1, 'White': 3, 'Black': 1}","{'Blue': 569.5, 'White': 2232.33, 'Black': 61878.0}"
2025-03-25 11:01:14.114007,"{'Blue': 1, 'White': 3, 'Black': 1}","{'Blue': 569.5, 'White': 2232.33, 'Black': 61878.0}"
2025-03-25 11:01:14.130009,"{'Blue': 1, 'White': 3, 'Black': 1}","{'Blue': 569.5, 'White': 2232.33, 'Black': 61878.0}"
2025-03-25 11:01:14.145771,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 651.25, 'White': 1811.12, 'Black': 66658.0}"
2025-03-25 11:01:14.161368,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 651.25, 'White': 1811.12, 'Black': 66658.0}"
2025-03-25 11:01:14.176275,"{'Blue': 1, 'White': 3, 'Black': 1}","{'Blue': 539.0, 'White': 2224.83, 'Black': 62138.5}"
2025-03-25 11:01:14.191921,"{'Blue': 1, 'White': 3, 'Black': 1}","{'Blue': 539.0, 'White': 2224.83, 'Black': 62138.5}"
2025-03-25 11:01:14.207578,"{'Blue': 1, 'White': 3, 'Black': 1}","{'Blue': 539.0, 'White': 2224.83, 'Black': 62138.5}"
2025-03-25 11:01:14.224581,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 596.25, 'White': 1784.75, 'Black': 62000.5}"
2025-03-25 11:01:14.239420,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 596.25, 'White': 1784.75, 'Black': 62000.5}"
2025-03-25 11:01:14.255129,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 597.25, 'White': 1788.0, 'Black': 61507.5}"
2025-03-25 11:01:14.270690,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 597.25, 'White': 1788.0, 'Black': 61507.5}"
2025-03-25 11:01:14.286626,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 508.5, 'White': 1775.0, 'Black': 61290.0}"
2025-03-25 11:01:14.301615,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 508.5, 'White': 1775.0, 'Black': 61290.0}"
2025-03-25 11:01:14.316604,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 508.5, 'White': 1775.0, 'Black': 61290.0}"
2025-03-25 11:01:14.332584,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 617.0, 'White': 1816.25, 'Black': 65633.5}"
2025-03-25 11:01:14.348609,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 617.0, 'White': 1816.25, 'Black': 65633.5}"
2025-03-25 11:01:14.364345,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 617.0, 'White': 1816.25, 'Black': 65633.5}"
2025-03-25 11:01:14.379626,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 552.0, 'White': 1766.75, 'Black': 60659.0}"
2025-03-25 11:01:14.394615,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 552.0, 'White': 1766.75, 'Black': 60659.0}"
2025-03-25 11:01:14.409534,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 559.5, 'White': 1792.5, 'Black': 61410.0}"
2025-03-25 11:01:14.425158,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 559.5, 'White': 1792.5, 'Black': 61410.0}"
2025-03-25 11:01:14.441422,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 559.5, 'White': 1792.5, 'Black': 61410.0}"
2025-03-25 11:01:14.457436,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 655.25, 'White': 1810.0, 'Black': 60939.5}"
2025-03-25 11:01:14.473170,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 655.25, 'White': 1810.0, 'Black': 60939.5}"
2025-03-25 11:01:14.488313,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 857.5, 'White': 1825.5, 'Black': 61285.0}"
2025-03-25 11:01:14.503298,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 857.5, 'White': 1825.5, 'Black': 61285.0}"
2025-03-25 11:01:14.519279,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 857.5, 'White': 1825.5, 'Black': 61285.0}"
2025-03-25 11:01:14.534266,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 728.75, 'White': 1819.25, 'Black': 61173.0}"
2025-03-25 11:01:14.550255,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 728.75, 'White': 1819.25, 'Black': 61173.0}"
2025-03-25 11:01:14.565121,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 728.75, 'White': 1819.25, 'Black': 61173.0}"
2025-03-25 11:01:14.580109,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 556.0, 'White': 1813.5, 'Black': 66216.5}"
2025-03-25 11:01:14.595748,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 556.0, 'White': 1813.5, 'Black': 66216.5}"
2025-03-25 11:01:14.610205,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1229.5, 'White': 1789.25, 'Black': 60947.5}"
2025-03-25 11:01:14.621176,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1229.5, 'White': 1789.25, 'Black': 60947.5}"
2025-03-25 11:01:14.643257,"{'Blue': 1, 'White': 4, 'Black': 1}","{'Blue': 1229.5, 'White': 1789.25, 'Black': 60947.5}"
2025-03-25 11:01:14.658962,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 945.5, 'White': 1838.62, 'Black': 60039.5}"
2025-03-25 11:01:14.674807,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 945.5, 'White': 1838.62, 'Black': 60039.5}"
2025-03-25 11:01:14.690433,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 945.5, 'White': 1838.62, 'Black': 60039.5}"
2025-03-25 11:01:14.706210,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 760.25, 'White': 1863.5, 'Black': 60408.0}"
2025-03-25 11:01:14.722167,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 760.25, 'White': 1863.5, 'Black': 60408.0}"
2025-03-25 11:01:14.737127,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1001.5, 'White': 1843.38, 'Black': 59580.0}"
2025-03-25 11:01:14.753084,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1001.5, 'White': 1843.38, 'Black': 59580.0}"
2025-03-25 11:01:14.769042,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 642.33, 'White': 1830.88, 'Black': 59359.0}"
2025-03-25 11:01:14.785000,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 642.33, 'White': 1830.88, 'Black': 59359.0}"
2025-03-25 11:01:14.801732,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 642.33, 'White': 1830.88, 'Black': 59359.0}"
2025-03-25 11:01:14.817718,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 698.17, 'White': 1883.75, 'Black': 59267.0}"
2025-03-25 11:01:14.832703,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 698.17, 'White': 1883.75, 'Black': 59267.0}"
2025-03-25 11:01:14.848662,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 687.83, 'White': 1867.62, 'Black': 58402.0}"
2025-03-25 11:01:14.863647,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 687.83, 'White': 1867.62, 'Black': 58402.0}"
2025-03-25 11:01:14.879655,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 687.83, 'White': 1867.62, 'Black': 58402.0}"
2025-03-25 11:01:14.894665,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 808.5, 'White': 1896.38, 'Black': 58329.5}"
2025-03-25 11:01:14.909697,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 808.5, 'White': 1896.38, 'Black': 58329.5}"
2025-03-25 11:01:14.924817,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 808.5, 'White': 1896.38, 'Black': 58329.5}"
2025-03-25 11:01:14.939939,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 920.5, 'White': 1851.38, 'Black': 57995.5}"
2025-03-25 11:01:14.955814,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 920.5, 'White': 1851.38, 'Black': 57995.5}"
2025-03-25 11:01:14.971642,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 835.0, 'White': 1855.12, 'Black': 57530.0}"
2025-03-25 11:01:14.987181,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 835.0, 'White': 1855.12, 'Black': 57530.0}"
2025-03-25 11:01:15.002436,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 835.0, 'White': 1855.12, 'Black': 57530.0}"
2025-03-25 11:01:15.017353,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1417.0, 'White': 1879.75, 'Black': 58331.5}"
2025-03-25 11:01:15.033335,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1417.0, 'White': 1879.75, 'Black': 58331.5}"
2025-03-25 11:01:15.048486,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1417.0, 'White': 1879.75, 'Black': 58331.5}"
2025-03-25 11:01:15.064280,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 930.17, 'White': 1853.75, 'Black': 58213.5}"
2025-03-25 11:01:15.079275,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 930.17, 'White': 1853.75, 'Black': 58213.5}"
2025-03-25 11:01:15.093869,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 871.33, 'White': 1927.5, 'Black': 57730.5}"
2025-03-25 11:01:15.110106,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 871.33, 'White': 1927.5, 'Black': 57730.5}"
2025-03-25 11:01:15.125830,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 871.33, 'White': 1927.5, 'Black': 57730.5}"
2025-03-25 11:01:15.141438,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1099.25, 'White': 1892.38, 'Black': 57470.0}"
2025-03-25 11:01:15.157291,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1099.25, 'White': 1892.38, 'Black': 57470.0}"
2025-03-25 11:01:15.171888,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 989.25, 'White': 1829.25, 'Black': 57504.5}"
2025-03-25 11:01:15.187171,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 989.25, 'White': 1829.25, 'Black': 57504.5}"
2025-03-25 11:01:15.203286,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 989.25, 'White': 1829.25, 'Black': 57504.5}"
2025-03-25 11:01:15.219273,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 881.83, 'White': 1850.25, 'Black': 57187.5}"
2025-03-25 11:01:15.234262,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 881.83, 'White': 1850.25, 'Black': 57187.5}"
2025-03-25 11:01:15.249222,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 905.17, 'White': 1845.88, 'Black': 57461.5}"
2025-03-25 11:01:15.264110,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 905.17, 'White': 1845.88, 'Black': 57461.5}"
2025-03-25 11:01:15.279488,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 905.17, 'White': 1845.88, 'Black': 57461.5}"
2025-03-25 11:01:15.295387,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 756.83, 'White': 1855.5, 'Black': 57181.0}"
